UserID,TotalCourses,AvgSpending,DiversityScore,AvgRating,EnrollmentFrequency,UserName,Age,Gender,Email,CourseCategory,CourseLevel,LearningDepthIndex,Cluster
U00560,2,395.235,2,4.145,2,danielle56,32,1,baileymoran@outlook.com,0,1,0.3333333333333333,3
U00562,15,106.56333333333333,10,2.4859999999999998,15,douglasbright,23,0,michelle98@gmail.com,6,0,1.1428571428571428,2
U00563,2,0.0,2,3.22,2,jacksonchristopher,31,0,willie43@outlook.com,1,0,1.0,0
U00565,2,124.05,2,1.67,2,teresabell,28,1,kempsharon@outlook.com,0,1,0.3333333333333333,3
U00566,2,0.39,2,4.275,2,zrowland,31,1,crystal11@gmail.com,5,0,2.0,0
U00569,14,75.96071428571429,7,3.0749999999999997,14,danieljimenez,15,0,ghunter@gmail.com,10,0,2.0,2
U00570,14,55.54785714285714,9,3.4992857142857146,14,dunncharles,27,1,spearsanna@yahoo.com,0,1,0.625,2
U00571,2,0.0,2,4.324999999999999,2,tracey67,22,0,wardkatherine@yahoo.com,4,1,0.3333333333333333,1
U00572,13,43.636923076923075,9,3.1284615384615386,13,jesse11,32,1,richardsonjonathan@outlook.com,2,0,1.2,2
U00573,11,95.20818181818181,8,3.0790909090909087,11,florestyler,30,1,acrawford@gmail.com,2,2,1.0,2
U00574,14,55.686428571428564,9,2.6185714285714288,14,thomas63,33,0,rebecca64@yahoo.com,0,0,4.0,2
U00576,13,77.05692307692308,9,3.3969230769230774,13,harrispenny,16,1,jessica68@outlook.com,5,0,1.75,2
U00580,3,0.0,3,2.75,3,whitepatrick,24,0,donnaolsen@yahoo.com,2,1,0.3333333333333333,1
U00581,2,44.795,2,2.675,2,rodriguezsamantha,32,0,john72@hotmail.com,0,0,2.0,0
U00584,14,182.84642857142856,8,2.7164285714285716,14,christine43,31,0,brittanysantiago@yahoo.com,6,2,2.0,2
U00585,2,0.0,2,2.2249999999999996,2,jennifer48,19,0,frances95@gmail.com,7,1,0.3333333333333333,1
U00587,2,173.355,2,2.54,2,melissahancock,22,0,michael35@outlook.com,9,0,1.0,0
U00591,2,0.0,2,2.87,2,kendramcdonald,35,1,hwright@yahoo.com,3,1,0.5,1
U00592,14,68.79857142857142,8,3.4057142857142857,14,barbara94,18,0,david98@yahoo.com,0,1,0.5,2
U00593,2,44.795,2,2.3449999999999998,2,fmaxwell,23,1,erictorres@gmail.com,0,0,2.0,0
U00595,14,76.81857142857143,9,2.6028571428571428,14,hrichardson,29,1,aaronfigueroa@gmail.com,4,1,0.8571428571428571,2
U00596,2,88.67,2,3.605,2,hshaw,26,1,harmonkaren@outlook.com,5,0,1.0,0
U00602,3,0.0,3,3.85,3,chowell,25,0,jessefisher@gmail.com,5,1,0.3333333333333333,1
U00603,2,0.39,2,3.995,2,xbryant,35,1,cruzkatherine@gmail.com,6,0,2.0,0
U00604,14,47.317142857142855,9,2.843571428571429,14,mercedes21,30,0,jonathanmorales@hotmail.com,7,0,1.0,2
U00605,3,39.22666666666667,3,3.643333333333333,3,graypatricia,30,0,rebecca06@gmail.com,0,0,1.0,0
U00606,2,0.0,2,3.255,2,tiffanywilliams,33,0,fhawkins@yahoo.com,1,0,1.0,0
U00607,2,142.995,2,1.25,2,bobby98,30,1,crios@outlook.com,0,0,1.0,3
U00609,4,81.9975,4,2.8275,4,marissa45,33,0,colin68@hotmail.com,1,0,1.0,0
U00611,2,207.755,2,3.065,2,christophercontreras,30,1,jamescampbell@yahoo.com,0,2,0.0,3
U00613,2,245.45,2,2.915,2,jessica15,24,1,osmith@outlook.com,0,1,0.3333333333333333,3
U00616,2,0.0,2,3.035,2,joshua33,19,0,mariacontreras@yahoo.com,2,1,0.5,1
U00619,12,53.054166666666674,9,3.4450000000000003,12,brittanymclean,32,0,vwilliams@yahoo.com,2,2,1.6666666666666667,2
U00621,2,0.0,2,1.975,2,smithjill,20,1,justinmendez@yahoo.com,9,0,1.0,0
U00622,13,40.31153846153846,8,3.5276923076923077,13,xhernandez,28,0,hoodmelinda@yahoo.com,3,0,1.75,2
U00623,2,59.52,2,3.705,2,omar61,23,0,diana26@yahoo.com,5,2,0.0,1
U00624,2,0.0,2,3.915,2,reneeanderson,34,0,jasonsmith@outlook.com,4,1,0.3333333333333333,1
U00625,4,98.565,3,3.1950000000000003,4,kimberly36,28,1,jeffreyhernandez@gmail.com,2,2,2.0,1
U00627,4,121.98,3,1.945,4,robertsdavid,34,0,theresa32@outlook.com,7,1,0.6666666666666666,3
U00628,2,236.14,2,4.03,2,david75,32,0,brittany51@outlook.com,9,1,0.3333333333333333,3
U00630,3,98.79333333333334,2,3.5933333333333333,3,trevorwhite,17,1,ksmith@outlook.com,6,0,1.0,0
U00631,2,0.0,2,4.19,2,heathdonna,20,1,aliciathomas@yahoo.com,2,0,2.0,0
U00633,14,84.10357142857143,9,2.855,14,reidlisa,35,0,alexanderblack@gmail.com,1,0,2.6666666666666665,2
U00634,3,92.12333333333333,2,3.44,3,bradley56,15,0,prestonemily@gmail.com,4,0,4.0,0
U00636,13,130.9023076923077,10,3.174615384615385,13,parkermaria,21,0,fgarza@yahoo.com,1,1,0.8333333333333334,2
U00637,2,264.8,2,4.74,2,kbrandt,22,0,rruiz@outlook.com,9,0,1.0,3
U00638,2,28.66,1,3.705,2,austin36,19,0,moyerbrian@outlook.com,11,0,3.0,0
U00639,14,72.20428571428572,8,3.0192857142857146,14,wscott,33,0,joshuaharrell@hotmail.com,2,0,1.4,2
U00642,2,0.0,2,2.66,2,rmeza,17,1,christopherfarrell@yahoo.com,1,0,1.0,0
U00648,2,236.14,2,4.7,2,madeline85,19,1,mcclainderrick@yahoo.com,5,1,0.5,3
U00651,4,74.095,3,3.3425000000000002,4,mmeadows,29,1,johnwright@hotmail.com,9,1,0.6666666666666666,1
U00652,2,197.13,2,2.335,2,cwebb,16,0,cassidyanderson@gmail.com,2,1,0.5,3
U00654,2,26.93,2,1.875,2,ehall,24,1,brandon30@gmail.com,6,1,0.3333333333333333,1
U00659,2,0.0,2,4.41,2,dbennett,33,1,rebekahjacobson@hotmail.com,6,1,0.3333333333333333,1
U00660,2,288.755,2,3.16,2,gardnerjohn,22,1,harrisdavid@outlook.com,0,0,2.0,3
U00661,4,53.0975,3,2.87,4,robert38,23,0,curtispaul@gmail.com,9,2,1.0,1
U00666,12,80.81,9,2.910833333333333,12,idavis,30,0,lucasderek@hotmail.com,10,0,1.75,2
U00667,2,106.195,2,3.065,2,oconnorjennifer,18,0,emily56@gmail.com,5,0,3.0,0
U00668,2,0.0,2,4.32,2,jeffreybishop,34,0,hernandezthomas@yahoo.com,8,0,1.0,1
U00670,2,0.0,2,4.52,2,david51,17,1,nathan64@gmail.com,2,1,0.5,1
U00673,2,190.25,2,3.07,2,michaeldavid,24,0,harveytaylor@gmail.com,10,0,2.0,0
U00676,2,0.0,2,3.1550000000000002,2,qwilliams,32,1,scott24@yahoo.com,4,0,3.0,0
U00681,2,0.0,2,3.3,2,mary67,32,1,henglish@gmail.com,1,0,2.0,0
U00684,3,0.0,2,3.0666666666666664,3,kennethjohnston,28,0,bradfordwayne@gmail.com,4,0,1.5,0
U00687,15,118.366,11,2.806,15,richard03,29,0,smithadam@yahoo.com,11,1,0.8571428571428571,2
U00688,2,0.39,1,2.85,2,cassandra27,30,0,allen54@gmail.com,7,0,3.0,0
U00689,2,0.0,2,3.67,2,mary45,19,0,jennifersmith@outlook.com,4,0,2.0,0
U00698,2,18.945,2,3.045,2,petersonkaren,32,0,sanchezlawrence@outlook.com,8,0,3.0,0
U00699,2,0.0,2,3.2649999999999997,2,noah18,20,1,armstrongdanielle@yahoo.com,7,0,2.0,0
U00701,14,102.54785714285715,10,3.005,14,alexis83,32,1,wcowan@yahoo.com,1,0,1.2,2
U00702,3,0.0,3,2.5066666666666664,3,robertwashington,22,0,jason32@outlook.com,4,0,1.5,0
U00703,3,156.45666666666668,3,2.6533333333333333,3,traviswilson,32,0,holmesjustin@yahoo.com,0,0,1.0,3
U00704,13,117.55692307692308,8,3.506153846153846,13,veronica98,30,1,john82@outlook.com,10,1,0.8333333333333334,2
U00706,2,393.745,2,3.6900000000000004,2,jonesmary,21,1,jonespatricia@outlook.com,1,0,1.0,3
U00709,14,74.49428571428572,10,3.5092857142857143,14,ygregory,23,0,nsmith@yahoo.com,5,0,1.0,2
U00711,2,163.995,2,2.415,2,ataylor,27,1,allenerica@outlook.com,10,1,0.3333333333333333,1
U00712,2,0.0,2,3.05,2,wendybrown,27,0,jarvischelsea@outlook.com,1,0,2.0,0
U00714,3,0.0,3,4.273333333333333,3,curtissmith,25,1,rgreene@gmail.com,3,1,0.3333333333333333,1
U00716,4,73.755,3,3.005,4,victoriawalter,29,1,cjones@gmail.com,3,0,1.5,0
U00718,2,142.525,2,2.42,2,christopher99,27,0,mia13@yahoo.com,1,1,0.3333333333333333,3
U00722,3,92.12333333333333,3,1.95,3,smontgomery,16,0,michaelhunter@gmail.com,1,0,1.5,0
U00723,14,86.69000000000001,10,3.0942857142857143,14,tcolon,35,1,benjamin17@hotmail.com,10,0,1.0,2
U00724,15,91.72066666666666,9,3.530666666666667,15,elizabeth68,16,0,patrick77@hotmail.com,1,2,1.2,2
U00727,4,97.4325,3,3.0225,4,jeffreystewart,33,0,tsexton@gmail.com,5,0,5.0,0
U00729,2,0.0,2,3.835,2,vsmith,30,1,william39@yahoo.com,8,0,1.0,0
U00730,2,243.96,2,3.31,2,nbuckley,30,1,ianderson@hotmail.com,1,0,3.0,3
U00731,2,142.525,2,2.6399999999999997,2,duane21,16,1,spearsmitchell@outlook.com,1,1,0.3333333333333333,3
U00734,4,74.8925,3,2.7875,4,georgemartin,20,1,christophercox@outlook.com,3,0,1.5,0
U00735,2,106.195,2,2.575,2,brian79,17,1,mejiaveronica@gmail.com,1,0,3.0,0
U00737,2,103.635,2,2.625,2,david99,18,1,ddaniel@outlook.com,0,0,2.0,0
U00738,3,83.42666666666666,3,3.1300000000000003,3,kevin65,29,0,christopherharris@gmail.com,2,0,1.5,0
U00741,4,115.41250000000001,3,4.1125,4,joseph57,33,0,robertbennett@hotmail.com,6,2,0.5,1
U00743,4,9.4725,3,1.96,4,kchandler,19,1,moralesmicheal@gmail.com,9,0,1.0,0
U00745,2,0.0,2,2.335,2,colemanshannon,29,0,laura10@hotmail.com,1,0,3.0,0
U00746,2,138.185,2,2.3600000000000003,2,brianwright,28,1,middletonmiranda@gmail.com,1,0,3.0,0
U00748,2,0.0,2,2.335,2,gyang,30,0,pwhite@gmail.com,1,0,3.0,0
U00752,13,128.20384615384614,9,2.8469230769230767,13,gregoryramirez,30,1,johnnyhenderson@outlook.com,4,0,1.0,2
U00753,2,0.0,2,3.495,2,fallen,28,1,piercejustin@hotmail.com,8,1,0.5,1
U00760,13,121.8223076923077,9,3.2353846153846155,13,donnahudson,21,0,steven45@gmail.com,9,1,0.25,2
U00764,2,0.0,1,2.495,2,millerjay,18,1,smithvictoria@yahoo.com,8,0,3.0,0
U00765,11,108.0,7,2.641818181818182,11,carrillonathaniel,31,0,brittany31@yahoo.com,3,2,1.3333333333333333,2
U00766,3,0.0,2,4.333333333333333,3,rebecca41,31,0,brockvirginia@outlook.com,8,2,2.0,1
U00767,14,109.25142857142858,10,3.0335714285714284,14,iestes,16,0,idavis@yahoo.com,9,0,2.3333333333333335,2
U00768,2,0.0,2,3.59,2,castilloallen,19,1,devon29@yahoo.com,4,0,1.0,0
U00772,13,26.354615384615386,9,3.547692307692308,13,lindseylawson,24,0,brandon45@yahoo.com,2,2,1.0,2
U00775,14,99.38571428571429,8,3.281428571428571,14,timothy66,29,0,gregoryalison@hotmail.com,9,1,0.42857142857142855,2
U00777,4,249.97,4,3.6675,4,donaldcastillo,29,1,lewisrachael@outlook.com,1,0,1.0,3
U00778,2,0.0,2,2.355,2,darrencarey,33,1,kristina95@gmail.com,7,0,2.0,0
U00783,2,28.66,2,3.88,2,joliver,35,0,courtneyanthony@gmail.com,3,0,2.0,0
U00784,2,149.785,2,4.21,2,obrienjessica,22,0,stephaniereed@yahoo.com,3,1,0.3333333333333333,1
U00786,13,91.82307692307693,8,3.2807692307692307,13,johnobrien,32,0,tduncan@gmail.com,6,0,2.0,2
U00787,9,56.68555555555555,6,3.12,9,alexisjones,29,0,nwatts@outlook.com,9,1,0.5,2
U00788,2,0.0,2,1.935,2,dalton45,24,1,jessica89@yahoo.com,5,1,0.5,1
U00789,2,18.945,2,2.475,2,edwardbishop,17,0,hgeorge@gmail.com,3,0,1.0,0
U00790,2,173.74499999999998,2,2.56,2,weekssamuel,16,0,hensonkevin@yahoo.com,7,0,3.0,0
U00791,2,44.795,2,3.305,2,ggibbs,34,0,megan67@yahoo.com,0,2,0.0,1
U00793,4,53.0975,3,3.45,4,jasonchapman,19,1,amberrice@gmail.com,5,0,1.5,0
U00794,2,0.0,2,2.58,2,zperkins,23,0,deanna03@yahoo.com,0,0,1.0,0
U00795,3,95.01666666666667,3,2.9466666666666668,3,pkent,34,0,kellymoore@gmail.com,1,1,0.25,3
U00796,2,106.195,2,2.215,2,belljacob,22,0,rachellewis@outlook.com,5,0,1.0,0
U00797,3,0.0,3,3.4499999999999997,3,djohnson,20,1,brenda73@outlook.com,4,2,2.0,1
U00799,2,0.0,2,2.925,2,danielle30,26,0,april48@outlook.com,3,1,0.3333333333333333,1
U00800,2,207.755,2,3.92,2,denniskara,29,0,petersonamber@yahoo.com,0,2,0.0,3
U00801,2,207.755,2,3.92,2,pmorse,32,0,kellieandrade@hotmail.com,0,2,0.0,3
U00802,2,59.52,2,2.95,2,garciabradley,31,1,susan84@outlook.com,1,0,2.0,0
U00803,3,92.12333333333333,3,2.9633333333333334,3,vyoung,26,1,murphyelijah@hotmail.com,1,0,3.0,0
U00804,2,44.795,2,1.98,2,alexander76,24,0,volson@hotmail.com,0,1,0.5,3
U00811,3,162.64000000000001,2,3.0533333333333332,3,rachel13,25,0,kimberly43@gmail.com,11,1,0.6666666666666666,1
U00812,3,95.01666666666667,2,3.64,3,greenbradley,24,0,jenniferpalmer@yahoo.com,4,1,0.6666666666666666,1
U00813,4,0.0,4,3.815,4,oberg,33,1,andersonanthony@hotmail.com,1,2,1.0,1
U00815,2,207.755,2,3.92,2,blevinskenneth,17,1,pcardenas@outlook.com,0,2,0.0,3
U00816,3,29.863333333333333,3,2.106666666666667,3,nortonjennifer,34,1,christopher24@hotmail.com,0,2,0.0,1
U00819,14,81.67214285714286,9,3.027857142857143,14,macdonaldbarry,28,0,greenangela@yahoo.com,2,0,1.0,2
U00820,3,162.64000000000001,3,3.126666666666667,3,rhunt,31,0,georgeamanda@hotmail.com,1,0,1.0,3
U00821,13,122.86923076923077,11,2.9061538461538463,13,sarawashington,23,1,ashley12@yahoo.com,0,1,0.5,2
U00825,3,162.64000000000001,3,3.703333333333333,3,odavis,26,1,richard58@gmail.com,1,0,3.0,0
U00827,2,0.0,2,4.41,2,joshua59,26,0,morrisonbrian@yahoo.com,6,2,0.0,1
U00828,3,197.61666666666667,3,3.9066666666666663,3,tanya22,25,1,brian39@hotmail.com,0,2,2.0,3
U00829,16,83.644375,8,3.054375,16,hthomas,22,1,householly@hotmail.com,2,1,0.5,2
U00831,2,0.0,2,3.16,2,stephanie39,18,1,henryanderson@yahoo.com,4,0,1.0,0
U00833,3,0.0,3,2.0066666666666664,3,anna24,32,0,yangryan@hotmail.com,7,0,1.5,0
U00836,15,62.11333333333334,9,2.886,15,vlee,29,0,mgonzalez@gmail.com,5,1,0.5,2
U00837,4,71.2625,3,2.5175,4,summersbenjamin,28,1,tina58@outlook.com,9,1,0.5,1
U00838,12,85.59916666666668,8,2.8408333333333338,12,johnmclean,25,0,ibailey@hotmail.com,3,0,1.1666666666666667,2
U00840,3,131.42,3,2.4533333333333336,3,kristen96,18,1,evanschad@gmail.com,2,2,0.5,3
U00842,2,44.795,2,2.7800000000000002,2,johnsonmichael,21,0,slucas@hotmail.com,0,1,0.5,1
U00848,4,103.8775,3,3.7825,4,wlindsey,28,1,alan56@hotmail.com,0,2,1.0,1
U00849,2,124.05,1,2.42,2,patrick51,20,1,thompsonjack@gmail.com,0,1,0.3333333333333333,3
U00850,15,59.86333333333334,9,3.0846666666666662,15,christopheradams,26,1,brandon52@hotmail.com,10,0,3.0,2
U00852,13,121.47230769230768,8,3.4723076923076923,13,scottgoodman,23,1,mthomas@gmail.com,0,2,1.0,2
U00853,2,0.0,2,2.92,2,qhancock,24,1,jessicatate@yahoo.com,7,2,0.0,1
U00854,2,149.785,2,3.3600000000000003,2,jeffery46,28,1,jenniferking@gmail.com,3,0,1.0,3
U00858,15,26.431333333333335,8,3.258666666666667,15,hperez,20,1,josephramirez@gmail.com,7,1,0.625,2
U00870,15,64.40933333333334,10,3.4386666666666668,15,sarah55,22,1,kennethbrown@outlook.com,8,0,1.4,2
U00871,2,0.0,2,2.0549999999999997,2,harrisangel,26,1,rebecca41@gmail.com,2,0,2.0,0
U00874,12,181.31166666666664,10,3.276666666666667,12,daniel14,25,1,webbalexander@yahoo.com,1,0,1.0,2
U00876,14,168.03571428571428,11,3.662857142857143,14,steven86,27,1,ghart@outlook.com,0,2,1.5,2
U00879,3,129.72,3,3.5100000000000002,3,andrea15,18,0,ygarcia@gmail.com,0,2,0.5,1
U00881,16,168.96,10,3.0825,16,jayala,34,0,austinamy@outlook.com,0,2,0.5714285714285714,2
U00883,3,157.42666666666665,3,3.83,3,brittany87,27,0,anthony51@hotmail.com,4,1,0.6666666666666666,3
U00886,2,0.0,2,1.505,2,brenda56,22,0,joshuacarrillo@hotmail.com,7,1,0.5,1
U00888,4,122.91999999999999,3,3.525,4,ywright,15,1,rubenvargas@outlook.com,7,0,1.0,0
U00890,2,149.785,2,2.5100000000000002,2,jacobscharles,31,0,jonesbrian@hotmail.com,3,1,0.3333333333333333,3
U00891,2,0.0,2,4.195,2,christopher59,28,0,andrew63@gmail.com,3,0,2.0,0
U00892,4,0.0,4,4.0375,4,joneskayla,35,1,jmack@hotmail.com,2,2,0.0,1
U00893,12,105.9375,9,2.859166666666667,12,dwillis,15,1,johnjensen@gmail.com,1,0,1.1666666666666667,2
U00894,3,170.64666666666668,3,2.86,3,edwardsjared,28,0,donna27@gmail.com,2,2,2.0,3
U00895,4,137.055,3,4.0225,4,seanlambert,15,1,garnerjohn@hotmail.com,8,0,2.0,0
U00896,4,29.615000000000002,4,3.3525,4,calvindavis,29,0,matanancy@hotmail.com,2,0,2.0,0
U00898,12,55.26833333333334,8,2.9808333333333334,12,michelleramos,24,0,fschwartz@gmail.com,7,1,0.5714285714285714,2
U00900,2,59.52,2,3.34,2,kochshannon,26,0,yclark@gmail.com,2,2,0.0,1
U00902,2,124.05,2,1.7000000000000002,2,jacobscameron,29,1,christinapeterson@yahoo.com,0,1,0.3333333333333333,3
U00903,13,95.28615384615385,9,2.9415384615384617,13,rojasjames,29,0,omoon@gmail.com,1,0,1.4,2
U00907,12,170.68166666666664,8,3.2266666666666666,12,pachecomary,23,0,adam92@outlook.com,1,1,0.5714285714285714,2
U00910,3,122.38,3,2.0500000000000003,3,ramirezaaron,20,0,costatraci@hotmail.com,0,1,0.3333333333333333,3
U00911,10,99.66499999999999,7,3.318,10,qallen,15,0,jennifercollins@yahoo.com,1,1,0.8,2
U00915,13,103.35461538461537,8,3.1823076923076923,13,phillipssean,24,0,carolynrivera@outlook.com,0,1,0.375,2
U00917,15,87.99399999999999,11,3.098,15,tylersheppard,28,0,webbheather@hotmail.com,1,0,1.8,2
U00919,14,101.095,8,2.8007142857142857,14,kwheeler,28,1,wbarrera@gmail.com,1,0,1.0,2
U00922,2,0.0,2,1.4,2,rwilliams,31,0,hball@outlook.com,4,0,1.0,0
U00923,3,170.64666666666668,3,1.6833333333333333,3,scott83,29,0,nataliejackson@gmail.com,2,0,1.0,3
U00925,2,245.45,2,4.605,2,tjackson,31,1,mmendoza@yahoo.com,0,1,0.5,3
U00926,2,171.305,2,4.49,2,debbie38,32,1,michelewolf@gmail.com,6,1,0.5,1
U00927,2,0.0,2,3.065,2,kbowman,26,1,lguerrero@yahoo.com,1,0,3.0,0
U00928,12,87.54,9,2.85,12,uleon,33,0,butlermichael@outlook.com,3,0,1.0,2
U00929,4,111.12,3,3.1875,4,taylortiffany,25,0,jennifergilbert@yahoo.com,3,0,3.0,0
U00930,3,178.1833333333333,3,3.3233333333333337,3,joe26,34,1,jeffreyramirez@hotmail.com,0,2,0.0,3
U00941,2,142.525,2,1.935,2,riceemily,20,0,michael80@gmail.com,1,1,0.5,3
U00943,2,0.0,2,2.195,2,patrickevans,21,0,christopheraguilar@hotmail.com,2,0,3.0,0
U00948,3,0.0,3,4.223333333333333,3,jenna85,34,1,harringtonjason@hotmail.com,6,2,0.5,1
U00949,4,0.0,3,3.165,4,andersondaniel,16,1,dustinsimmons@hotmail.com,7,1,0.6666666666666666,1
U00951,2,171.305,2,4.75,2,perkinsian,15,1,benjamintaylor@gmail.com,5,2,0.0,1
U00952,2,0.0,2,3.5,2,fullerlaura,22,0,dreeves@gmail.com,1,0,1.0,0
U00953,3,29.863333333333333,3,2.646666666666667,3,lindsay67,31,1,randall43@hotmail.com,0,2,2.0,1
U00954,2,0.0,2,3.36,2,emily45,21,0,judywilliams@yahoo.com,1,0,2.0,0
U00955,3,0.0,2,3.3800000000000003,3,howardfranco,35,0,christopher22@hotmail.com,6,0,3.0,0
U00957,3,70.79666666666667,2,2.6733333333333333,3,courtneyspence,22,1,xmartin@gmail.com,11,0,1.5,0
U00958,2,0.0,1,4.550000000000001,2,vanessa84,28,0,douglas85@gmail.com,5,1,0.5,1
U00959,13,111.08076923076922,9,3.110769230769231,13,jillianbenitez,22,1,brownmonica@outlook.com,7,0,1.2,2
U00961,14,88.7807142857143,9,3.251428571428572,14,yodervalerie,31,1,elizabeth16@outlook.com,0,1,0.8571428571428571,2
U00963,2,0.0,2,2.9699999999999998,2,xespinoza,20,0,arivera@yahoo.com,2,0,2.0,0
U00967,14,58.339285714285715,8,3.092142857142857,14,haledalton,15,1,tevans@outlook.com,10,1,0.8333333333333334,2
U00968,2,0.0,2,2.525,2,wmartin,21,1,bryan25@outlook.com,7,1,0.5,1
U00971,3,163.63333333333333,3,4.12,3,xhicks,19,0,ybaldwin@gmail.com,0,0,1.0,3
U00972,4,147.82999999999998,4,3.6125,4,dross,27,0,juanthomas@gmail.com,0,1,0.25,3
U00976,12,121.88583333333334,9,3.1658333333333335,12,johnsonchristopher,30,1,lynchnorma@gmail.com,1,0,1.5,2
U00979,3,0.0,3,4.1433333333333335,3,berryjohn,16,0,richard23@hotmail.com,2,1,0.6666666666666666,1
U00981,13,110.55461538461539,9,2.746923076923077,13,vbryant,34,1,zachary79@yahoo.com,0,0,2.6666666666666665,2
U00986,2,0.0,1,3.66,2,crystalharris,25,1,davidmartin@outlook.com,2,0,1.0,0
U00989,12,82.80166666666666,9,2.6199999999999997,12,dillonmatthew,26,1,dbrewer@yahoo.com,1,0,1.75,2
U00992,4,238.0775,4,2.8225,4,achase,22,0,pdean@outlook.com,1,0,2.0,3
U00995,2,0.0,2,2.29,2,yholloway,27,0,victoriawelch@hotmail.com,2,0,1.0,0
U00997,15,30.699333333333335,8,3.1686666666666667,15,vmyers,34,0,edwardbarrera@outlook.com,4,0,1.6,2
U00998,2,163.995,2,2.555,2,brendarogers,18,1,mckayandrea@gmail.com,3,1,0.5,3
U01000,12,95.95166666666665,7,3.4483333333333337,12,tara10,16,0,matthewserrano@gmail.com,7,0,2.0,2
U01006,2,18.945,2,1.8650000000000002,2,youngcolleen,19,1,shannonmiller@yahoo.com,9,0,2.0,0
U01008,2,0.0,2,3.24,2,julie04,18,1,enewton@outlook.com,3,1,0.5,1
U01013,3,99.85666666666667,3,2.8033333333333332,3,pcook,22,1,kimberly96@yahoo.com,1,0,1.5,0
U01014,3,0.0,3,3.366666666666667,3,jessicalong,17,1,stevenperez@yahoo.com,0,0,1.5,0
U01015,15,79.52266666666667,9,3.234,15,coledennis,29,1,browndavid@outlook.com,3,2,1.5,2
U01016,2,28.66,2,3.165,2,nwright,27,0,sandovalnorma@yahoo.com,6,0,3.0,0
U01017,2,305.53499999999997,1,2.325,2,dhernandez,21,0,tylermartin@gmail.com,1,1,0.5,3
U01020,12,97.42916666666666,9,2.72,12,vwhitehead,28,1,shannonsparks@gmail.com,0,2,1.0,2
U01021,2,0.0,2,3.355,2,richardmendez,29,0,wernerleon@yahoo.com,4,1,0.3333333333333333,1
U01022,13,66.86923076923077,10,3.6884615384615387,13,butlerjessica,17,1,lisa97@gmail.com,11,2,0.5,2
U01023,2,0.0,2,4.22,2,eford,18,1,david19@outlook.com,2,1,0.5,1
U01024,3,162.64000000000001,2,4.246666666666667,3,yandersen,17,0,fmeyer@hotmail.com,5,0,1.0,3
U01027,2,0.0,2,2.3,2,candice51,32,1,tinastevens@gmail.com,9,1,0.3333333333333333,1
U01028,2,163.995,2,2.195,2,gchapman,23,0,tammy34@hotmail.com,9,1,0.3333333333333333,3
U01031,13,118.41384615384617,8,3.331538461538462,13,vasquezsarah,15,1,ocurry@hotmail.com,4,0,1.2,2
U01032,14,99.255,10,3.386428571428571,14,brownvanessa,16,1,kathleenjones@yahoo.com,8,0,1.1428571428571428,2
U01033,13,140.80769230769232,7,3.1692307692307695,13,dsampson,30,1,xsingleton@outlook.com,1,0,1.0,2
U01034,12,12.4225,7,3.2566666666666664,12,thomas88,18,0,michael37@gmail.com,6,0,1.0,2
U01035,3,257.6566666666667,2,2.47,3,robert02,33,1,vmueller@hotmail.com,1,0,1.5,3
U01043,4,14.33,3,2.515,4,howardtammie,19,0,devinanderson@outlook.com,11,0,2.0,0
U01045,2,0.0,2,3.24,2,brandonperkins,32,0,jamescastro@yahoo.com,3,1,0.5,1
U01049,2,0.0,1,3.335,2,sramirez,34,1,danielle21@outlook.com,3,1,0.5,1
U01051,2,0.0,2,3.23,2,fmanning,18,0,whitneysarah@gmail.com,4,0,3.0,0
U01052,2,0.0,2,4.62,2,villakenneth,22,0,franklinmichelle@outlook.com,4,1,0.5,1
U01054,2,0.0,2,2.21,2,jason85,20,0,jacqueline31@yahoo.com,4,0,3.0,0
U01056,2,0.39,2,3.91,2,heather91,15,1,pruittmichael@hotmail.com,2,0,2.0,0
U01058,2,303.325,2,2.25,2,jon17,34,0,alandavis@gmail.com,2,0,2.0,3
U01061,2,171.305,1,4.76,2,akemp,22,0,shelby47@outlook.com,10,1,0.5,1
U01064,2,243.96,2,4.16,2,nfields,26,0,mstokes@gmail.com,1,0,1.0,3
U01065,4,81.9975,4,2.6574999999999998,4,stewartdavid,15,1,bcallahan@gmail.com,1,0,1.0,0
U01066,12,80.84750000000001,7,2.953333333333333,12,jennifer14,19,0,kgonzalez@hotmail.com,3,0,1.0,2
U01068,2,0.0,2,4.2700000000000005,2,amercer,32,0,annetteshaffer@gmail.com,2,1,0.5,1
U01071,2,248.72,2,2.5549999999999997,2,stonecheryl,19,0,lauramcneil@hotmail.com,1,0,1.0,3
U01073,2,374.325,2,3.7300000000000004,2,kristinrivera,23,1,eingram@gmail.com,4,0,1.0,3
U01075,2,245.45,2,3.9349999999999996,2,rachel61,17,1,alvaradochristopher@gmail.com,0,1,0.3333333333333333,3
U01077,2,245.45,2,3.3449999999999998,2,morenosarah,24,0,markrose@outlook.com,0,1,0.3333333333333333,3
U01078,2,0.0,2,2.795,2,daniel49,27,1,herreralinda@hotmail.com,4,0,3.0,0
U01079,13,2.914615384615385,7,2.927692307692308,13,jeffreyallen,21,1,buckkevin@gmail.com,7,0,1.0,2
U01083,15,118.636,11,3.182666666666667,15,markmoore,29,1,morgan59@gmail.com,3,0,1.75,2
U01084,13,166.59846153846152,8,3.3153846153846156,13,pwright,24,1,lwilson@yahoo.com,0,1,0.625,2
